ax,ay,az,time,battery,height,roll,pitch,yaw,vx,vy,vz
-17.0,-10.0,-22.0,1742754749.3100781,45,0,-2,3,1,0,0,-1
34.0,6.0,-3.0,1742754749.5611596,45,0,-1,2,1,0,0,-1
52.0,30.0,95.0,1742754749.812072,45,0,-1,2,0,0,0,1
74.0,13.0,5.0,1742754750.063533,45,0,-2,3,0,0,0,1
73.0,23.0,-31.0,1742754750.3156939,45,0,-3,4,1,0,0,0
54.0,58.0,-156.0,1742754750.5675561,45,0,-3,5,1,0,0,0
73.0,37.0,-11.0,1742754750.8182938,45,0,-2,3,2,0,0,-2
43.0,-34.0,10.0,1742754751.0700562,45,0,0,3,2,0,0,-2
21.0,-15.0,-12.0,1742754751.3220022,45,0,0,3,3,0,0,-1
75.0,-47.0,68.0,1742754751.5738187,45,0,2,2,2,0,0,-3
-21.0,-177.0,362.0,1742754751.825135,45,0,4,1,0,0,0,1
107.0,-52.0,-2.0,1742754752.0767715,45,0,0,2,0,0,0,3
92.0,17.0,-22.0,1742754752.3293474,45,0,-1,3,0,0,0,3
33.0,52.0,-81.0,1742754752.5812361,45,0,-3,4,0,0,0,1
64.0,37.0,-2.0,1742754752.8320458,45,0,-2,4,0,0,0,0
8.0,4.0,-276.0,1742754753.084357,45,0,-3,5,0,0,0,0
43.0,2.0,-15.0,1742754753.336095,45,0,-2,3,1,0,0,-3
42.0,11.0,29.0,1742754753.5872605,45,0,-1,3,1,0,0,-3
104.0,-1.0,-58.0,1742754753.838415,44,0,0,5,0,0,0,-3
-129.0,200.0,616.0,1742754754.0900803,44,0,3,4,0,0,0,-1
181.0,-20.0,-52.0,1742754754.3415716,44,0,2,3,0,0,0,0
41.0,-56.0,109.0,1742754754.5933728,44,0,2,1,0,0,0,1
-23.0,-86.0,48.0,1742754754.8446565,44,0,0,1,-1,0,0,2
-28.0,-23.0,365.0,1742754755.0967207,44,-10,0,1,-1,0,0,3
1.0,100.0,107.0,1742754755.3489528,44,-10,-1,0,0,0,0,0
-14.0,15.0,-29.0,1742754755.6004665,44,0,-3,0,0,0,0,0
-40.0,24.0,-156.0,1742754755.8516254,44,0,-3,0,1,0,0,-1
-32.0,-300.0,402.0,1742754756.1039653,44,0,-5,0,0,0,0,-8
-58.0,-86.0,-33.0,1742754756.3564885,44,10,0,-3,-1,0,0,0
-60.0,-9.0,37.0,1742754756.6082838,44,10,0,-4,-2,0,0,0
-62.0,-32.0,-10.0,1742754756.859251,44,0,0,-3,-2,0,0,0
-120.0,6.0,285.0,1742754757.1109486,44,0,0,-2,-2,0,0,0
213.0,289.0,-974.0,1742754757.363006,44,-10,-5,2,-1,-1,0,10
-36.0,135.0,70.0,1742754757.6149542,44,-20,-3,0,1,0,0,0
-28.0,48.0,-12.0,1742754757.866442,44,-10,-4,0,1,0,0,0
-17.0,95.0,-82.0,1742754758.1186872,44,0,-5,0,1,0,0,0
76.0,104.0,-276.0,1742754758.3707862,44,0,-5,-1,1,0,0,-2
-85.0,142.0,-548.0,1742754758.6228142,44,0,-7,0,1,0,0,-5
-85.0,142.0,-548.0,1742754758.87388,44,0,-7,0,1,0,0,-5
-85.0,76.0,45.0,1742754759.1254315,44,10,-5,-5,-4,0,0,0
-106.0,56.0,26.0,1742754759.3778715,44,0,-4,-5,-4,0,0,0
-92.0,61.0,33.0,1742754759.6296396,44,0,-4,-5,-4,0,0,0
-110.0,110.0,107.0,1742754759.880805,44,0,-4,-5,-3,0,0,1
-42.0,70.0,39.0,1742754760.1330867,44,0,-7,-3,-1,0,0,7
24.0,25.0,-114.0,1742754760.3841968,44,-10,-3,-2,-4,0,0,2
-45.0,81.0,27.0,1742754760.635501,44,-10,-4,-1,-2,0,0,0
-31.0,37.0,-13.0,1742754760.886462,44,0,-5,-2,-1,0,0,0
-49.0,87.0,-3.0,1742754761.1384206,44,0,-5,-2,-1,0,0,0
-74.0,69.0,-137.0,1742754761.390061,44,0,-5,-3,0,0,0,0
-31.0,194.0,-583.0,1742754761.641814,44,0,-7,0,-1,0,0,-4
-131.0,-57.0,851.0,1742754761.8926022,44,10,-3,-6,-4,0,0,-8
-99.0,-3.0,14.0,1742754762.144494,44,10,-1,-7,-4,0,0,0
-130.0,16.0,13.0,1742754762.3963177,44,10,-1,-7,-4,0,0,0
-94.0,-7.0,98.0,1742754762.6481137,44,0,-1,-6,-3,0,0,0
-15.0,246.0,460.0,1742754762.8992624,44,0,-2,-5,-2,0,0,3
-127.0,87.0,-748.0,1742754763.1514192,44,-20,-6,0,-2,0,0,8
-40.0,142.0,42.0,1742754763.4032147,44,-20,-5,-3,-2,0,0,0
-58.0,91.0,-24.0,1742754763.655294,44,-20,-6,-3,-2,0,0,0
-76.0,84.0,-71.0,1742754763.9065936,44,0,-7,-3,-2,0,0,0
-116.0,53.0,-193.0,1742754764.1585238,44,0,-8,-3,-1,0,0,-2
39.0,221.0,-277.0,1742754764.4105437,44,10,-3,-5,-4,1,1,-10
-165.0,75.0,383.0,1742754764.6620808,44,20,0,-7,-5,0,0,0
-225.0,134.0,128.0,1742754764.912911,44,20,-2,-7,-6,0,0,0
-136.0,19.0,23.0,1742754765.1653745,44,0,-1,-7,-5,0,0,0
-115.0,0.0,115.0,1742754765.417168,44,0,-1,-7,-5,0,0,0
-71.0,216.0,147.0,1742754765.6690416,44,0,-7,-1,-2,0,0,6
146.0,260.0,-8.0,1742754765.920185,44,-10,-8,-1,0,0,0,8
-133.0,-17.0,-128.0,1742754766.170798,44,-30,-4,-2,0,0,0,0
-56.0,100.0,62.0,1742754766.4226384,44,-20,-4,-3,0,0,0,0
-41.0,76.0,-41.0,1742754766.674307,44,0,-5,-4,0,0,0,0
-9.0,104.0,-171.0,1742754766.925108,44,0,-7,-2,0,0,0,-2
100.0,140.0,59.0,1742754767.1768346,44,10,-5,-4,-3,1,0,-12
-29.0,-16.0,-53.0,1742754767.4298775,44,30,0,-3,-5,0,0,1
-54.0,-24.0,24.0,1742754767.6816883,44,30,0,-3,-5,0,0,0
-87.0,0.0,41.0,1742754767.9334974,44,0,-1,-3,-4,0,0,0
-21.0,-72.0,307.0,1742754768.185141,44,0,-4,-4,-2,0,0,2
55.0,180.0,242.0,1742754768.4370131,44,-10,-10,-2,0,0,0,10
-126.0,103.0,-220.0,1742754768.6899927,44,-30,-7,-2,0,0,0,1
-64.0,40.0,-7.0,1742754768.9408267,44,-30,-5,-3,0,0,0,0
-57.0,87.0,3.0,1742754769.192769,44,0,-5,-4,0,0,0,0
-32.0,142.0,-229.0,1742754769.444971,44,0,-5,-3,0,0,0,-1
-63.0,517.0,1694.0,1742754769.6965876,44,20,5,-2,0,0,0,-10
-122.0,-14.0,-28.0,1742754769.9476523,44,30,3,-6,-2,0,0,0
-83.0,-12.0,44.0,1742754770.1988654,44,30,0,-7,-2,0,0,0
-99.0,-1.0,68.0,1742754770.450717,44,0,-1,-6,-2,0,0,0
-128.0,32.0,566.0,1742754770.7022274,44,0,-2,-5,-1,0,0,3
218.0,-136.0,91.0,1742754770.953418,44,-20,-9,-2,3,0,0,-1
-4.0,140.0,102.0,1742754771.2055619,44,-20,-7,-2,0,0,0,0
-34.0,84.0,-26.0,1742754771.4571,44,0,-6,-2,0,0,0,0
-43.0,102.0,-23.0,1742754771.7089756,44,0,-5,-2,0,0,0,0
3.0,149.0,-131.0,1742754771.9599152,43,0,-6,0,0,0,0,-1
-92.0,80.0,1038.0,1742754772.211748,43,20,0,-5,0,0,0,-17
-167.0,-112.0,-395.0,1742754772.4636421,43,20,-1,-5,-3,0,1,1
-112.0,-7.0,28.0,1742754772.7151084,43,30,0,-6,-4,0,0,0
-75.0,-31.0,11.0,1742754772.9667325,43,0,0,-5,-3,1,0,0
-102.0,-6.0,557.0,1742754773.218461,43,0,-2,-4,-2,0,0,2
463.0,637.0,-1120.0,1742754773.4708316,43,-10,-9,3,-1,0,0,13
14.0,173.0,57.0,1742754773.724849,43,-20,-7,0,-3,0,0,0
-31.0,34.0,-37.0,1742754773.9760218,43,0,-4,-5,-2,0,0,0
-103.0,40.0,1.0,1742754774.2274659,43,0,-3,-8,-2,0,0,0
-93.0,146.0,-920.0,1742754774.479987,43,0,-10,-9,-1,0,0,-6
-153.0,289.0,2219.0,1742754774.7309117,43,20,12,-13,-12,0,0,-11
-271.0,-124.0,25.0,1742754774.9816484,43,30,6,-14,-15,0,0,0
-238.0,-106.0,58.0,1742754775.2337945,43,30,4,-14,-13,0,0,0
-284.0,-106.0,118.0,1742754775.4857938,43,0,0,-14,-13,-1,0,5
-46.0,-30.0,1199.0,1742754775.7372172,43,-20,-4,-2,-8,0,-1,18
-264.0,90.0,-2021.0,1742754775.9884064,43,-30,-2,-5,-9,0,-1,-2
-81.0,140.0,40.0,1742754776.2398045,43,-30,-6,-6,-3,0,0,-3
-298.0,409.0,2176.0,1742754776.4917688,43,0,8,-15,-6,0,0,-19
-423.0,-184.0,1197.0,1742754776.743709,43,10,7,-13,-9,0,0,-1
105.0,384.0,-293.0,1742754776.9946818,43,-20,-14,0,0,0,0,4
-9.0,82.0,-294.0,1742754777.2467487,43,-20,-8,-1,0,0,0,-1
-155.0,384.0,2292.0,1742754777.4981048,43,10,10,-12,-4,0,0,-21
-195.0,-191.0,47.0,1742754777.750739,43,20,10,-14,-8,0,0,1
-92.0,1772.0,-2572.0,1742754778.0015323,43,0,-10,-5,-1,-2,-2,27
86.0,334.0,124.0,1742754778.2530224,43,-20,-11,-1,-4,0,0,-1
259.0,175.0,2775.0,1742754778.50455,43,-10,-6,-10,-7,0,0,-24
-152.0,78.0,-84.0,1742754778.7558637,43,0,0,-10,-11,0,0,2
-65.0,1700.0,-2798.0,1742754779.0065055,43,0,-11,-2,-7,0,0,28
-387.0,955.0,-1859.0,1742754779.2592971,43,-20,-12,-2,-5,0,0,-4
-105.0,-374.0,-349.0,1742754779.5122368,43,10,4,-6,-15,0,0,1
447.0,584.0,-1135.0,1742754779.7637265,43,0,-5,-7,-10,0,0,18
147.0,674.0,-1341.0,1742754780.015045,43,-20,-20,-3,-4,0,0,-6
-90.0,-368.0,189.0,1742754780.2675157,43,10,3,-6,-18,0,0,0
-785.0,3316.0,-2981.0,1742754780.5189278,43,0,-21,-4,-9,0,0,28
-332.0,159.0,1312.0,1742754780.7708533,43,0,-6,-3,-9,0,0,-19
-221.0,948.0,3408.0,1742754781.0217865,43,10,6,-7,-8,0,0,3
188.0,669.0,-1559.0,1742754781.2737532,43,-20,-24,2,5,0,0,8
-635.0,-11.0,1882.0,1742754781.5257635,43,10,19,-5,-7,0,0,-16
295.0,511.0,2036.0,1742754781.777396,43,20,11,-5,-4,0,0,10
421.0,483.0,-1168.0,1742754782.0283904,43,-10,-17,0,0,0,0,-9
-597.0,490.0,1808.0,1742754782.2801313,43,10,12,-6,-4,0,0,-15
-66.0,145.0,-328.0,1742754782.5316875,43,0,0,-7,-4,0,0,8
-89.0,61.0,-118.0,1742754782.782472,43,0,-8,-8,-4,0,0,2
